,"The date range of the seasonal run. Winter and Late-fall will have a range by month and year. Spring and Fall will be a full, singular year.",The simplified year of the seasonal run. The ending year of the Winter and Late-fall runs is the simplified year.,"Fall, Winter, Spring and Late-Fall runs.
The Feather River Survey does not provide separate estimates for fall and spring escapement.  Spring-run estimates are included with fall-run estimates.
","The river system can either be 1) Sacramento River, 2) San Joaquin River, or 3) Central Valley. The Central Valley River System is a combination of both the Sacramento and San Joaquin River Systems.","This field only applies to Fall-run counts in the Sacramento River System. There are three reaches: 1) Keswick Dam to Red Bluff Diversion Dam (RBDD), 2) RBDD to Princeton Ferry, and 3) Princeton Ferry to Sacramento. ","Angler Harvest, Carcass, Hatchery, In-River Count, Snorkel, or Transfer.  When available, the carcass survey estimate is used instead of the snorkel survey estimate.  Hatchery estimates account for fish returning to a hatchery. Transfer estimates account for fish that are captured and transferred to a specified hatchery. In-River Count estimates fish escapements within the specified river, although the data collection type is not provided. ","The location of where the estimate or count was taken. In the Sacramento River Main Stem, the escapement estimate may include numbers of fish for tributaries where estimates were not made.",The location of the associated hatchery where either the estimate was taken or fish were transferred. ,The origin of fish that were transferred to a hatchery.,"When available, the specific location along the river is provided. ",The estimated quantity of Chinook escapement. 
Chinook,1997,1997,Spring,Central Valley,,Hatchery,Feather River,Feather River Hatchery,,,"3,653"
Chinook,1997,1997,Spring,Central Valley,,Snorkel,Butte Creek,,,,635
Chinook,1997,1997,Spring,Central Valley,,In-River Count,Battle Creek,,,,107
Chinook,1997,1997,Spring,Central Valley,,In-River Count,Cottonwood Creek,,,,0
Chinook,1997,1997,Spring,Central Valley,,In-River Count,Antelope Creek,,,,0
Chinook,1997,1997,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,2
Chinook,1997,1997,Spring,Central Valley,,In-River Count,Big Chico Creek,,,,2
Chinook,1997,1997,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,126
Chinook,1997,1997,Spring,Central Valley,,In-River Count,Mill Creek,,,,202
Chinook,1997,1997,Spring,Central Valley,,In-River Count,Deer Creek,,,,466
Chinook,Dec 1996 - Aug 1997,1997,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,0
Chinook,Dec 1996 - Aug 1997,1997,Winter,Sacramento River,,In-River Count,Battle Creek,,,,44
Chinook,Dec 1996 - Aug 1997,1997,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,836
Chinook,1998,1998,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,American River,,,,"50,457"
Chinook,1998,1998,Fall,Sacramento River,Keswick Dam to RBDD,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"44,351"
Chinook,1998,1998,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Battle Creek,,,Downstream of CNFH,"53,957"
Chinook,1998,1998,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,270
Chinook,1998,1998,Fall,San Joaquin River,,In-River Count,Cosumnes River,,,,300
Chinook,1998,1998,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Butte Creek,,,,500
Chinook,1998,1998,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,546
Chinook,1998,1998,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,600
Chinook,1998,1998,Fall,San Joaquin River,,Hatchery,Merced River,Merced River Fish Hatchery,,,799
Chinook,1998,1998,Fall,San Joaquin River,,In-River Count,Stanislaus River,,,,"3,087"
Chinook,1998,1998,Fall,San Joaquin River,,Hatchery,Mokelumne River,Mokelumne Hatchery,,,"3,091"
Chinook,1998,1998,Fall,San Joaquin River,,In-River Count,Merced River,,,,"3,292"
Chinook,1998,1998,Fall,San Joaquin River,,In-River Count,Mokelumne River,,,,"4,122"
Chinook,1998,1998,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Clear Creek,,,,"4,259"
Chinook,1998,1998,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Sacramento River Main Stem,,,,"5,718"
Chinook,1998,1998,Fall,San Joaquin River,,In-River Count,Tuolumne River,,,,"8,910"
Chinook,1998,1998,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,American River,Nimbus Hatchery,,,"11,788"
Chinook,1998,1998,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"18,889"
Chinook,1998,1998,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"31,090"
Chinook,Nov 1997 - Apr 1998,1998,Late-Fall,Sacramento River,,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"3,079"
Chinook,Nov 1997 - Apr 1998,1998,Late-Fall,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,"38,239"
Chinook,Nov 1997 - Apr 1998,1998,Late-Fall,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,"1,101"
Chinook,1998,1998,Spring,Central Valley,,Hatchery,Feather River,Feather River Hatchery,,,"6,746"
Chinook,1998,1998,Spring,Central Valley,,Snorkel,Butte Creek,,,,"20,259"
Chinook,1998,1998,Spring,Central Valley,,In-River Count,Battle Creek,,,,178
Chinook,1998,1998,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,0
Chinook,1998,1998,Spring,Central Valley,,In-River Count,Thomes Creek,,,,1
Chinook,1998,1998,Spring,Central Valley,,In-River Count,Clear Creek,,,,47
Chinook,1998,1998,Spring,Central Valley,,In-River Count,Antelope Creek,,,,154
Chinook,1998,1998,Spring,Central Valley,,In-River Count,Big Chico Creek,,,,369
Chinook,1998,1998,Spring,Central Valley,,In-River Count,Mill Creek,,,,424
Chinook,1998,1998,Spring,Central Valley,,In-River Count,Cottonwood Creek,,,,477
Chinook,1998,1998,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,"1,115"
Chinook,1998,1998,Spring,Central Valley,,In-River Count,Deer Creek,,,,"1,879"
Chinook,Dec 1997 - Aug 1998,1998,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,62
Chinook,Dec 1997 - Aug 1998,1998,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,"2,831"
Chinook,Dec 1997 - Aug 1998,1998,Winter,Sacramento River,,Transfer,Sacramento River Main Stem,Livingston Stone Hatchery,Keswick Dam or RBDD,,99
Chinook,1999,1999,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,American River,,,,"55,339"
Chinook,1999,1999,Fall,Sacramento River,Keswick Dam to RBDD,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"26,970"
Chinook,1999,1999,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Battle Creek,,,Downstream of CNFH,"92,929"
Chinook,1999,1999,Fall,San Joaquin River,,In-River Count,Cosumnes River,,,,229
Chinook,1999,1999,Fall,San Joaquin River,,Hatchery,Merced River,Merced River Fish Hatchery,,,"1,637"
Chinook,1999,1999,Fall,San Joaquin River,,In-River Count,Mokelumne River,,,,"2,183"
Chinook,1999,1999,Fall,San Joaquin River,,In-River Count,Merced River,,,,"3,129"
Chinook,1999,1999,Fall,San Joaquin River,,Hatchery,Mokelumne River,Mokelumne Hatchery,,,"3,150"
Chinook,1999,1999,Fall,San Joaquin River,,In-River Count,Stanislaus River,,,,"4,349"
Chinook,1999,1999,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Clear Creek,,,,"8,003"
Chinook,1999,1999,Fall,San Joaquin River,,In-River Count,Tuolumne River,,,,"8,232"
Chinook,1999,1999,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,American River,Nimbus Hatchery,,,"9,760"
Chinook,1999,1999,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"12,927"
Chinook,1999,1999,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"24,230"
Chinook,1999,1999,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"27,827"
Chinook,1999,1999,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Sacramento River Main Stem,,,,"133,365"
Chinook,Nov 1998 - Apr 1999,1999,Late-Fall,Sacramento River,,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"7,075"
Chinook,Nov 1998 - Apr 1999,1999,Late-Fall,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,"8,683"
Chinook,1999,1999,Spring,Central Valley,,Hatchery,Feather River,Feather River Hatchery,,,"3,731"
Chinook,1999,1999,Spring,Central Valley,,Snorkel,Butte Creek,,,,"3,679"
Chinook,1999,1999,Spring,Central Valley,,In-River Count,Battle Creek,,,,73
Chinook,1999,1999,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,0
Chinook,1999,1999,Spring,Central Valley,,In-River Count,Big Chico Creek,,,,27
Chinook,1999,1999,Spring,Central Valley,,In-River Count,Clear Creek,,,,35
Chinook,1999,1999,Spring,Central Valley,,In-River Count,Antelope Creek,,,,40
Chinook,1999,1999,Spring,Central Valley,,In-River Count,Cottonwood Creek,,,,102
Chinook,1999,1999,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,262
Chinook,1999,1999,Spring,Central Valley,,In-River Count,Mill Creek,,,,560
Chinook,1999,1999,Spring,Central Valley,,In-River Count,Deer Creek,,,,"1,591"
Chinook,Dec 1998 - Aug 1999,1999,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,0
Chinook,Dec 1998 - Aug 1999,1999,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,"3,264"
Chinook,Dec 1998 - Aug 1999,1999,Winter,Sacramento River,,Transfer,Sacramento River Main Stem,Livingston Stone Hatchery,Keswick Dam or RBDD,,24
Chinook,2000,2000,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"114,717"
Chinook,2000,2000,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,American River,,,,"100,852"
Chinook,2000,2000,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Battle Creek,,,Upstream of CNFH,0
Chinook,2000,2000,Fall,Sacramento River,Keswick Dam to RBDD,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"21,659"
Chinook,2000,2000,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Battle Creek,,,Downstream of CNFH,"53,447"
Chinook,2000,2000,Fall,San Joaquin River,,In-River Count,Cosumnes River,,,,460
Chinook,2000,2000,Fall,San Joaquin River,,Hatchery,Merced River,Merced River Fish Hatchery,,,"1,946"
Chinook,2000,2000,Fall,San Joaquin River,,In-River Count,Mokelumne River,,,,"1,973"
Chinook,2000,2000,Fall,San Joaquin River,,Hatchery,Mokelumne River,Mokelumne Hatchery,,,"5,450"
Chinook,2000,2000,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Clear Creek,,,,"6,687"
Chinook,2000,2000,Fall,San Joaquin River,,In-River Count,Stanislaus River,,,,"8,498"
Chinook,2000,2000,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"8,895"
Chinook,2000,2000,Fall,San Joaquin River,,In-River Count,Merced River,,,,"11,130"
Chinook,2000,2000,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,American River,Nimbus Hatchery,,,"11,160"
Chinook,2000,2000,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"14,995"
Chinook,2000,2000,Fall,San Joaquin River,,In-River Count,Tuolumne River,,,,"17,873"
Chinook,2000,2000,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"18,146"
Chinook,2000,2000,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Sacramento River Main Stem,,,,"87,793"
Chinook,Nov 1999 - Apr 2000,2000,Late-Fall,Sacramento River,,In-River Count,Battle Creek,,,Upstream of CNFH,0
Chinook,Nov 1999 - Apr 2000,2000,Late-Fall,Sacramento River,,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"4,181"
Chinook,Nov 1999 - Apr 2000,2000,Late-Fall,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,"8,580"
Chinook,Nov 1999 - Apr 2000,2000,Late-Fall,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,122
Chinook,2000,2000,Spring,Central Valley,,Hatchery,Feather River,Feather River Hatchery,,,"3,657"
Chinook,2000,2000,Spring,Central Valley,,Snorkel,Butte Creek,,,,"4,118"
Chinook,2000,2000,Spring,Central Valley,,In-River Count,Battle Creek,,,,78
Chinook,2000,2000,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,0
Chinook,2000,2000,Spring,Central Valley,,In-River Count,Clear Creek,,,,9
Chinook,2000,2000,Spring,Central Valley,,In-River Count,Antelope Creek,,,,9
Chinook,2000,2000,Spring,Central Valley,,In-River Count,Big Chico Creek,,,,27
Chinook,2000,2000,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,43
Chinook,2000,2000,Spring,Central Valley,,In-River Count,Cottonwood Creek,,,,122
Chinook,2000,2000,Spring,Central Valley,,In-River Count,Mill Creek,,,,544
Chinook,2000,2000,Spring,Central Valley,,In-River Count,Deer Creek,,,,637
Chinook,Dec 1999 - Aug 2000,2000,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,0
Chinook,Dec 1999 - Aug 2000,2000,Winter,Sacramento River,,In-River Count,Battle Creek,,,,2
Chinook,Dec 1999 - Aug 2000,2000,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,"1,261"
Chinook,Dec 1999 - Aug 2000,2000,Winter,Sacramento River,,Transfer,Sacramento River Main Stem,Livingston Stone Hatchery,Keswick Dam or RBDD,,89
Chinook,2001,2001,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"178,645"
Chinook,2001,2001,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,American River,,,,"135,384"
Chinook,2001,2001,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Battle Creek,,,Upstream of CNFH,0
Chinook,2001,2001,Fall,Sacramento River,Keswick Dam to RBDD,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"24,698"
Chinook,2001,2001,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Battle Creek,,,Downstream of CNFH,"100,604"
Chinook,2001,2001,Fall,San Joaquin River,,Hatchery,Merced River,Merced River Fish Hatchery,,,"1,663"
Chinook,2001,2001,Fall,San Joaquin River,,In-River Count,Mokelumne River,,,,"2,307"
Chinook,2001,2001,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Butte Creek,,,,"4,433"
Chinook,2001,2001,Fall,San Joaquin River,,Hatchery,Mokelumne River,Mokelumne Hatchery,,,"5,728"
Chinook,2001,2001,Fall,San Joaquin River,,In-River Count,Stanislaus River,,,,"7,033"
Chinook,2001,2001,Fall,San Joaquin River,,In-River Count,Tuolumne River,,,,"8,782"
Chinook,2001,2001,Fall,San Joaquin River,,In-River Count,Merced River,,,,"9,181"
Chinook,2001,2001,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Clear Creek,,,,"10,865"
Chinook,2001,2001,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,American River,Nimbus Hatchery,,,"11,750"
Chinook,2001,2001,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"17,376"
Chinook,2001,2001,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"23,392"
Chinook,2001,2001,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"24,870"
Chinook,2001,2001,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Sacramento River Main Stem,,,,"57,920"
Chinook,Nov 2000 - Apr 2001,2001,Late-Fall,Sacramento River,,In-River Count,Battle Creek,,,Upstream of CNFH,98
Chinook,Nov 2000 - Apr 2001,2001,Late-Fall,Sacramento River,,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"2,439"
Chinook,Nov 2000 - Apr 2001,2001,Late-Fall,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,"18,351"
Chinook,Nov 2000 - Apr 2001,2001,Late-Fall,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,925
Chinook,2001,2001,Spring,Central Valley,,Hatchery,Feather River,Feather River Hatchery,,,"4,135"
Chinook,2001,2001,Spring,Central Valley,,Carcass,Butte Creek,,,,"18,670"
Chinook,2001,2001,Spring,Central Valley,,In-River Count,Battle Creek,,,,111
Chinook,2001,2001,Spring,Central Valley,,In-River Count,Clear Creek,,,,0
Chinook,2001,2001,Spring,Central Valley,,In-River Count,Antelope Creek,,,,8
Chinook,2001,2001,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,21
Chinook,2001,2001,Spring,Central Valley,,In-River Count,Big Chico Creek,,,,39
Chinook,2001,2001,Spring,Central Valley,,In-River Count,Yuba River,,,,108
Chinook,2001,2001,Spring,Central Valley,,In-River Count,Cottonwood Creek,,,,245
Chinook,2001,2001,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,600
Chinook,2001,2001,Spring,Central Valley,,In-River Count,Mill Creek,,,,"1,104"
Chinook,2001,2001,Spring,Central Valley,,In-River Count,Deer Creek,,,,"1,622"
Chinook,Dec 2000 - Aug 2001,2001,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,35
Chinook,Dec 2000 - Aug 2001,2001,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,"8,085"
Chinook,Dec 2000 - Aug 2001,2001,Winter,Sacramento River,,Transfer,Sacramento River Main Stem,Livingston Stone Hatchery,Keswick Dam or RBDD,,104
Chinook,2002,2002,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"105,163"
Chinook,2002,2002,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,American River,,,,"124,252"
Chinook,2002,2002,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Battle Creek,,,Upstream of CNFH,0
Chinook,2002,2002,Fall,Sacramento River,Keswick Dam to RBDD,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"65,924"
Chinook,2002,2002,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Battle Creek,,,Downstream of CNFH,"397,149"
Chinook,2002,2002,Fall,San Joaquin River,,In-River Count,Cosumnes River,,,,"1,350"
Chinook,2002,2002,Fall,San Joaquin River,,Hatchery,Merced River,Merced River Fish Hatchery,,,"1,840"
Chinook,2002,2002,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,"2,611"
Chinook,2002,2002,Fall,San Joaquin River,,In-River Count,Mokelumne River,,,,"2,840"
Chinook,2002,2002,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Butte Creek,,,,"3,665"
Chinook,2002,2002,Fall,San Joaquin River,,In-River Count,Tuolumne River,,,,"7,173"
Chinook,2002,2002,Fall,San Joaquin River,,In-River Count,Stanislaus River,,,,"7,787"
Chinook,2002,2002,Fall,San Joaquin River,,Hatchery,Mokelumne River,Mokelumne Hatchery,,,"7,913"
Chinook,2002,2002,Fall,San Joaquin River,,In-River Count,Merced River,,,,"8,866"
Chinook,2002,2002,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,American River,Nimbus Hatchery,,,"9,817"
Chinook,2002,2002,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Clear Creek,,,,"16,071"
Chinook,2002,2002,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"20,138"
Chinook,2002,2002,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"20,507"
Chinook,2002,2002,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"24,051"
Chinook,2002,2002,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Sacramento River Main Stem,,,,"45,552"
Chinook,Nov 2001 - Apr 2002,2002,Late-Fall,Sacramento River,,In-River Count,Battle Creek,,,Upstream of CNFH,216
Chinook,Nov 2001 - Apr 2002,2002,Late-Fall,Sacramento River,,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"4,186"
Chinook,Nov 2001 - Apr 2002,2002,Late-Fall,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,"36,004"
Chinook,Nov 2001 - Apr 2002,2002,Late-Fall,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,0
Chinook,2002,2002,Spring,Central Valley,,Hatchery,Feather River,Feather River Hatchery,,,"4,189"
Chinook,2002,2002,Spring,Central Valley,,Carcass,Butte Creek,,,,"16,409"
Chinook,2002,2002,Spring,Central Valley,,In-River Count,Battle Creek,,,,222
Chinook,2002,2002,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,0
Chinook,2002,2002,Spring,Central Valley,,In-River Count,Big Chico Creek,,,,0
Chinook,2002,2002,Spring,Central Valley,,In-River Count,Thomes Creek,,,,2
Chinook,2002,2002,Spring,Central Valley,,In-River Count,Antelope Creek,,,,46
Chinook,2002,2002,Spring,Central Valley,,In-River Count,Clear Creek,,,,66
Chinook,2002,2002,Spring,Central Valley,,In-River Count,Cottonwood Creek,,,,125
Chinook,2002,2002,Spring,Central Valley,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,195
Chinook,2002,2002,Spring,Central Valley,,In-River Count,Mill Creek,,,,"1,594"
Chinook,2002,2002,Spring,Central Valley,,In-River Count,Deer Creek,,,,"2,195"
Chinook,Dec 2001 - Aug 2002,2002,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Downstream of RBDD,12
Chinook,Dec 2001 - Aug 2002,2002,Winter,Sacramento River,,In-River Count,Sacramento River Main Stem,,,Upstream of RBDD,"7,325"
Chinook,Dec 2001 - Aug 2002,2002,Winter,Sacramento River,,Transfer,Sacramento River Main Stem,Livingston Stone Hatchery,Keswick Dam or RBDD,,104
Chinook,2003,2003,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"89,946"
Chinook,2003,2003,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,American River,,,,"163,742"
Chinook,2003,2003,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Battle Creek,,,Upstream of CNFH,0
Chinook,2003,2003,Fall,Sacramento River,Keswick Dam to RBDD,Hatchery,Battle Creek,Coleman National Fish Hatchery,,,"88,234"
Chinook,2003,2003,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Battle Creek,,,Downstream of CNFH,"64,764"
Chinook,2003,2003,Fall,San Joaquin River,,In-River Count,Cosumnes River,,,,122
Chinook,2003,2003,Fall,San Joaquin River,,Hatchery,Merced River,Merced River Fish Hatchery,,,549
Chinook,2003,2003,Fall,San Joaquin River,,In-River Count,Mokelumne River,,,,"2,122"
Chinook,2003,2003,Fall,San Joaquin River,,In-River Count,Tuolumne River,,,,"2,163"
Chinook,2003,2003,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,"2,426"
